1	0
17	0
21	0
36	0
52	0
59	0
65	0
68	0
91	0
92	0
101	0
109	0
113	0
119	0
134	0
137	0
138	0
149	0
157	0
172	0
173	0
174	0
179	0
183	0
191	0
206	0
211	0
212	0
219	0
228	0
236	0
237	0
252	0
261	0
265	0
268	0
276	0
282	0
288	0
289	0
297	0
301	0
304	0
309	0
315	0
317	0
323	0
327	0
344	0
375	0
383	0
393	0
398	0
404	0
414	0
438	0
441	0
448	0
461	0
473	0
475	0
479	0
483	0
491	0
501	0
511	0
525	0
528	0
535	0
540	0
543	0
546	0
549	0
551	0
556	0
562	0
564	0
569	0
572	0
573	0
580	0
582	0
594	0
622	0
624	0
628	0
640	0
654	0
663	0
673	0
677	0
687	0
689	0
690	0
703	0
708	0
711	0
713	0
717	0
725	0
728	0
729	0
749	0
756	0
757	0
759	0
775	0
777	0
811	0
812	0
823	0
826	0
831	0
848	0
869	0
881	0
915	0
930	0
939	0
945	0
953	0
964	0
972	0
985	0
1008	0
1033	0
1043	0
1049	0
1061	0
1063	0
1066	0
1083	0
1088	0
1096	0
1123	0
1124	0
1130	0
1131	0
1134	0
1142	0
1149	0
1151	0
1163	0
1169	0
1170	0
1172	0
1179	0
1195	0
1200	0
1205	0
1215	0
1221	0
1223	0
1234	0
1242	0
1256	0
1261	0
1268	0
1276	0
1280	0
1285	0
1294	0
1299	0
1300	0
1301	0
1303	0
1309	0
1310	0
1314	0
1319	0
1324	0
1335	0
1336	0
1338	0
1344	0
1348	0
1350	0
1355	0
1362	0
1376	0
1380	0
1385	0
1387	0
1392	0
1397	0
1413	0
1415	0
1428	0
1436	0
1448	0
1452	0
1456	0
1462	0
1466	0
1477	0
1478	0
1484	0
1491	0
1494	0
1497	0
1501	0
1506	0
1517	0
1523	0
1541	0
1545	0
1550	0
1554	0
1555	0
1564	0
1571	0
1583	0
1587	0
1594	0
1595	0
1596	0
1597	0
1599	0
1604	0
1605	0
1607	0
1631	0
1669	0
1693	0
1696	0
1707	0
1728	0
1733	0
1740	0
1742	0
1775	0
1777	0
1783	0
1787	0
1788	0
1802	0
1806	0
1822	0
1845	0
1850	0
1857	0
1863	0
1868	0
1876	0
1881	0
1890	0
1892	0
1901	0
1919	0
1925	0
1930	0
1939	0
1952	0
1971	0
1987	0
1995	0
1997	0
2005	0
2013	0
2018	0
2019	0
2026	0
2027	0
2031	0
2034	0
2050	0
2058	0
2062	0
2069	0
2076	0
2090	0
2099	0
2100	0
2102	0
2122	0
2125	0
2129	0
2134	0
2145	0
2147	0
2165	0
2177	0
2186	0
2190	0
2194	0
2196	0
2207	0
2211	0
2212	0
2215	0
2228	0
2231	0
2233	0
2250	0
2254	0
2269	0
2270	0
2273	0
2283	0
2292	0
2299	0
2302	0
2303	0
2304	0
2314	0
2317	0
2329	0
2338	0
2343	0
2349	0
2359	0
2362	0
2367	0
2380	0
2382	0
2384	0
2401	0
2405	0
2421	0
2428	0
2439	0
2443	0
2445	0
2449	0
2453	0
2454	0
2467	0
2472	0
2483	0
2491	0
2506	0
2519	0
2528	0
2555	0
2559	0
2569	0
2582	0
2584	0
2591	0
2598	0
2628	0
2630	0
2631	0
2638	0
2639	0
2668	0
2671	0
2673	0
2675	0
2683	0
2688	0
2699	0
2700	0
2703	0
2716	0
2723	0
2727	0
2736	0
2746	0
2749	0
2750	0
2755	0
2769	0
2782	0
2787	0
2789	0
2797	0
2805	0
2823	0
2835	0
2840	0
2860	0
2878	0
2883	0
2902	0
2908	0
2916	0
2933	0
2937	0
2938	0
2939	0
2942	0
2943	0
2948	0
2949	0
2953	0
2960	0
2974	0
3001	0
3017	0
3028	0
3034	0
3039	0
3044	0
3054	0
3063	0
3065	0
3089	0
3113	0
3114	0
3121	0
3129	0
3134	0
3146	0
3155	0
3159	0
3173	0
3196	0
3201	0
3209	0
3215	0
3226	0
3228	0
3236	0
3260	0
3266	0
3275	0
3278	0
3290	0
3293	0
3294	0
3295	0
3302	0
3307	0
3309	0
3337	0
3341	0
3346	0
3349	0
3350	0
3360	0
3365	0
3370	0
3389	0
3395	0
3404	0
3409	0
3419	0
3425	0
3429	0
3435	0
3442	0
3462	0
3467	0
3473	0
3477	0
3480	0
3498	0
3501	0
3506	0
3508	0
3514	0
3521	0
3523	0
3527	0
3531	0
3539	0
3540	0
3543	0
3562	0
3567	0
3576	0
3579	0
3593	0
3606	0
3622	0
3624	0
3634	0
3635	0
3645	0
3657	0
3660	0
3667	0
3669	0
3675	0
3678	0
3679	0
3714	0
3719	0
3725	0
3728	0
3734	0
3737	0
3749	0
3753	0
3755	0
3783	0
3792	0
3793	0
3811	0
3817	0
3819	0
3828	0
3845	0
3851	0
3868	0
3869	0
3895	0
3919	0
3921	0
3924	0
3937	0
3940	0
3942	0
3947	0
3949	0
3951	0
3960	0
3975	0
3988	0
4003	0
4010	0
4013	0
4026	0
4030	0
4042	0
4049	0
4061	0
4063	0
4077	0
4080	0
4091	0
4094	0
4096	0
4102	0
4106	0
4113	0
4117	0
4121	0
4141	0
4148	0
4149	0
4154	0
4168	0
4170	0
4172	0
4175	0
4177	0
4189	0
4196	0
4206	0
4223	0
4230	0
4239	0
4246	0
4248	0
4252	0
4259	0
4260	0
4263	0
4267	0
