0	0
15	0
22	0
27	0
29	0
33	0
59	0
60	0
68	0
77	0
81	0
88	0
91	0
93	0
94	0
103	0
106	0
113	0
117	0
121	0
123	0
128	0
131	0
136	0
138	0
143	0
145	0
167	0
172	0
176	0
177	0
187	0
193	0
194	0
196	0
197	0
223	0
241	0
251	0
253	0
267	0
274	0
275	0
277	0
284	0
291	0
296	0
297	0
298	0
322	0
328	0
336	0
340	0
350	0
361	0
366	0
367	0
374	0
375	0
376	0
380	0
400	0
405	0
409	0
412	0
415	0
427	0
431	0
435	0
445	0
451	0
455	0
473	0
478	0
483	0
493	0
515	0
516	0
518	0
523	0
527	0
536	0
539	0
543	0
548	0
550	0
568	0
570	0
571	0
572	0
582	0
586	0
590	0
592	0
600	0
601	0
605	0
612	0
616	0
621	0
623	0
625	0
630	0
636	0
642	0
648	0
650	0
653	0
655	0
659	0
663	0
665	0
679	0
685	0
686	0
711	0
717	0
725	0
731	0
737	0
754	0
755	0
761	0
764	0
778	0
782	0
784	0
787	0
790	0
804	0
812	0
818	0
819	0
822	0
832	0
834	0
837	0
846	0
850	0
851	0
852	0
859	0
863	0
869	0
880	0
886	0
907	0
908	0
910	0
911	0
914	0
917	0
920	0
941	0
946	0
952	0
968	0
970	0
982	0
984	0
987	0
990	0
991	0
1006	0
1009	0
1010	0
1011	0
1012	0
1014	0
1016	0
1020	0
1023	0
1025	0
1030	0
1032	0
1038	0
1040	0
1045	0
1059	0
1060	0
1065	0
1075	0
1078	0
1083	0
1084	0
1089	0
1109	0
1114	0
1115	0
1127	0
1134	0
1141	0
1146	0
1149	0
1162	0
1165	0
1166	0
1173	0
1188	0
1193	0
1197	0
1199	0
1206	0
1218	0
1221	0
1232	0
1236	0
1247	0
1258	0
1260	0
1269	0
1274	0
1282	0
1295	0
1305	0
1306	0
1308	0
1312	0
1315	0
1324	0
1326	0
1346	0
1347	0
1361	0
1364	0
1367	0
1368	0
1371	0
1374	0
1375	0
1378	0
1389	0
1391	0
1400	0
1402	0
1403	0
1406	0
1410	0
1417	0
1419	0
1425	0
1426	0
1431	0
1434	0
1441	0
1443	0
1445	0
1447	0
1450	0
1452	0
1454	0
1464	0
1473	0
1474	0
1477	0
1479	0
1480	0
1481	0
1494	0
1496	0
1499	0
1500	0
1508	0
1514	0
1543	0
1545	0
1550	0
1552	0
1556	0
1563	0
1565	0
1566	0
1567	0
1569	0
1570	0
1578	0
1579	0
1585	0
1604	0
1605	0
1617	0
1618	0
1625	0
1626	0
1641	0
1649	0
1670	0
1675	0
1685	0
1689	0
1705	0
1716	0
1717	0
1719	0
1723	0
